student_id,programme,gpa_100,gpa_200,gpa_300,final_cgpa,low_performance,predicted_final_cgpa,low_performance_probability,trajectory_delta,risk_level,intervention_priority
NG-STU-0039,Chemical Engineering,4.148936170212766,3.2549019607843137,3.6808510638297873,3.86175115207373,0,3.733220904346396,0.0015533172554838433,-0.4680851063829783,MODERATE,MONITOR
NG-STU-0040,Chemical Engineering,4.0,2.921875,3.106382978723404,3.43162393162393,0,3.419220949736491,0.02712952983635241,-0.8936170212765959,MODERATE,MONITOR
NG-STU-0041,Chemical Engineering,4.148936170212766,3.206896551724138,3.22,3.64757709251101,0,3.5214068161045473,0.003107788273104034,-0.9289361702127654,MODERATE,MONITOR
NG-STU-0042,Chemical Engineering,2.9574468085106385,2.2318840579710146,2.5535714285714284,2.98,1,2.6532883765800452,0.9885099890232889,-0.4038753799392101,CRITICAL,URGENT
NG-STU-0043,Chemical Engineering,4.0,3.0689655172413794,2.234042553191489,3.07142857142857,1,2.9764118980328447,0.7824594066438646,-1.7659574468085109,CRITICAL,URGENT
NG-STU-0044,Chemical Engineering,4.425531914893617,3.8627450980392157,3.24,3.79203539823009,0,3.731707663083755,0.003107788273104034,-1.185531914893617,MODERATE,MONITOR
NG-STU-0045,Chemical Engineering,4.0638297872340425,3.9245283018867925,4.446808510638298,4.33333333333333,0,4.26758353192593,0.0015533172554838433,0.3829787234042552,LOW,ROUTINE
NG-STU-0046,Chemical Engineering,4.425531914893617,3.0327868852459017,3.5208333333333335,3.33852140077821,0,3.6340456239536723,0.0034921610893237916,-0.9046985815602837,MODERATE,MONITOR
NG-STU-0047,Chemical Engineering,4.404255319148936,3.203125,2.9038461538461537,3.54042553191489,0,3.4691540800728897,0.0442250346330761,-1.500409165302782,MODERATE,MONITOR
NG-STU-0048,Chemical Engineering,4.425531914893617,3.5925925925925926,3.9574468085106385,4.0,0,3.9878497807531454,0.0015533172554838433,-0.46808510638297873,MODERATE,MONITOR
NG-STU-0049,Chemical Engineering,4.127659574468085,3.3684210526315788,3.125,3.41025641025641,0,3.548335769406385,0.008242482344842764,-1.002659574468085,MODERATE,MONITOR
NG-STU-0050,Chemical Engineering,4.23404255319149,2.7962962962962963,2.4328358208955225,2.75,1,3.062765400264351,0.7175754140349105,-1.801206732295967,CRITICAL,URGENT
NG-STU-0051,Chemical Engineering,4.638297872340425,4.538461538461538,4.702127659574468,4.58715596330275,0,4.6634511049231895,0.0015533172554838433,0.06382978723404253,LOW,ROUTINE
NG-STU-0052,Chemical Engineering,3.4680851063829787,2.086206896551724,2.7586206896551726,2.70161290322581,1,2.8424881850717907,0.94717343023136,-0.7094644167278061,CRITICAL,URGENT
NG-STU-0053,Chemical Engineering,4.0212765957446805,3.5,1.7246376811594204,2.52559726962457,1,2.9728191755453026,0.7120855949896564,-2.29663891458526,CRITICAL,URGENT
NG-STU-0054,Chemical Engineering,4.404255319148936,3.8518518518518516,4.297872340425532,4.20909090909091,0,4.241927139652744,0.0015533172554838433,-0.10638297872340363,LOW,ROUTINE
NG-STU-0055,Chemical Engineering,4.702127659574468,3.7115384615384617,4.48936170212766,4.36697247706422,0,4.325172825571868,0.0015533172554838433,-0.21276595744680815,LOW,ROUTINE
NG-STU-0056,Chemical Engineering,4.0638297872340425,3.58,4.211538461538462,4.03930131004367,0,4.011292271464445,0.0015533172554838433,0.14770867430441914,LOW,ROUTINE
NG-STU-0057,Chemical Engineering,3.9148936170212765,3.4423076923076925,3.872340425531915,3.84403669724771,0,3.8208996256045222,0.0022018461859157567,-0.04255319148936154,LOW,ROUTINE
NG-STU-0058,Chemical Engineering,4.914893617021277,4.6923076923076925,4.9361702127659575,4.8302752293578,0,4.793176426696398,0.0015533172554838433,0.02127659574468055,LOW,ROUTINE
NG-STU-0059,Chemical Engineering,4.553191489361702,4.038461538461538,4.042553191489362,4.20183486238532,0,4.213563851377843,0.0015533172554838433,-0.5106382978723403,MODERATE,MONITOR
NG-STU-0060,Chemical Engineering,3.723404255319149,3.7142857142857144,3.3125,3.60986547085202,0,3.6215777966055245,0.0072468263116088685,-0.41090425531914887,MODERATE,MONITOR
NG-STU-0061,Chemical Engineering,4.48936170212766,3.8846153846153846,4.382978723404255,4.15596330275229,0,4.296025514569751,0.0015533172554838433,-0.10638297872340452,LOW,ROUTINE
NG-STU-0062,Chemical Engineering,4.276595744680851,3.129032258064516,2.272727272727273,3.14285714285714,0,3.137357684129323,0.6535417650150286,-2.0038684719535778,HIGH,PRIORITY
NG-STU-0063,Chemical Engineering,3.9361702127659575,3.4464285714285716,3.723404255319149,3.68468468468468,0,3.785657218458692,0.0022018461859157567,-0.2127659574468086,LOW,ROUTINE
NG-STU-0064,Chemical Engineering,3.9574468085106385,3.0,2.5964912280701755,2.88,1,3.1204522644130996,0.5115040787502695,-1.360955580440463,HIGH,PRIORITY
NG-STU-0065,Chemical Engineering,3.8085106382978724,2.389830508474576,2.0,2.45263157894737,1,2.718935894869796,0.9620492541437358,-1.8085106382978724,CRITICAL,URGENT
NG-STU-0066,Chemical Engineering,4.148936170212766,2.740740740740741,2.671875,2.8359375,1,3.22115423529769,0.34452925814831953,-1.4770611702127656,HIGH,PRIORITY
NG-STU-0067,Chemical Engineering,4.297872340425532,3.017857142857143,2.7884615384615383,3.53191489361702,0,3.3772560288064786,0.13082133768973536,-1.5094108019639938,MODERATE,MONITOR
NG-STU-0068,Chemical Engineering,3.8085106382978724,3.169811320754717,2.610169491525424,2.62921348314607,1,3.1326908482677935,0.4348409087018945,-1.1983411467724485,HIGH,PRIORITY
NG-STU-0069,Chemical Engineering,4.808510638297872,4.038461538461538,4.361702127659575,4.23394495412844,0,4.37088240282524,0.0015533172554838433,-0.44680851063829774,MODERATE,MONITOR
NG-STU-0070,Chemical Engineering,3.4680851063829787,2.9482758620689653,2.8846153846153846,3.03361344537815,1,3.1942586585086783,0.3687472619136722,-0.5834697217675942,HIGH,PRIORITY
NG-STU-0071,Chemical Engineering,4.148936170212766,3.7037037037037037,3.938775510204082,3.97777777777778,0,3.945900901387801,0.0015533172554838433,-0.21016066000868383,LOW,ROUTINE
NG-STU-0072,Chemical Engineering,4.638297872340425,4.153846153846154,3.851063829787234,3.99553571428571,0,4.127350140383714,0.0015533172554838433,-0.7872340425531914,MODERATE,MONITOR
NG-STU-0073,Chemical Engineering,4.276595744680851,4.0,4.446808510638298,4.47511312217195,0,4.3510936830164235,0.0015533172554838433,0.17021276595744705,LOW,ROUTINE
NG-STU-0074,Chemical Engineering,4.0638297872340425,2.9166666666666665,3.6595744680851063,3.40350877192982,0,3.6054468246686433,0.003958418614440696,-0.4042553191489362,MODERATE,MONITOR
NG-STU-0075,Chemical Engineering,4.553191489361702,4.018518518518518,4.340425531914893,4.35909090909091,0,4.354234141599236,0.0015533172554838433,-0.21276595744680904,LOW,ROUTINE
NG-STU-0076,Chemical Engineering,3.617021276595745,3.0535714285714284,2.74468085106383,3.07725321888412,1,3.1750191138508868,0.5673532563192957,-0.8723404255319149,HIGH,PRIORITY
NG-STU-0077,Chemical Engineering,4.0,3.4107142857142856,3.9148936170212765,3.72566371681416,0,3.8208996256045222,0.00203926891739105,-0.08510638297872353,LOW,ROUTINE
NG-STU-0078,Chemical Engineering,3.404255319148936,2.390625,2.2058823529411766,2.56445993031359,1,2.6655218536603433,0.9855410791735897,-1.1983729662077596,CRITICAL,URGENT
NG-STU-0079,Chemical Engineering,4.212765957446808,3.767857142857143,4.361702127659575,4.19369369369369,0,4.190596296450035,0.0015533172554838433,0.1489361702127665,LOW,ROUTINE
NG-STU-0080,Chemical Engineering,4.170212765957447,3.240740740740741,3.5294117647058822,3.66968325791855,0,3.6770341278570977,0.0015533172554838433,-0.6408010012515648,MODERATE,MONITOR
NG-STU-0081,Chemical Engineering,4.042553191489362,2.6551724137931036,2.3333333333333335,2.70238095238095,1,2.914815516146703,0.8835051239876599,-1.7092198581560285,CRITICAL,URGENT
NG-STU-0082,Chemical Engineering,4.297872340425532,3.1206896551724137,3.2127659574468086,3.55066079295154,0,3.565982764912039,0.005133549858983982,-1.0851063829787235,MODERATE,MONITOR
NG-STU-0083,Chemical Engineering,4.659574468085107,3.8846153846153846,4.12,4.22321428571429,0,4.243157462889755,0.0015533172554838433,-0.5395744680851067,MODERATE,MONITOR
NG-STU-0084,Chemical Engineering,4.0638297872340425,3.357142857142857,3.111111111111111,3.50655021834061,0,3.548335769406385,0.008242482344842764,-0.9527186761229314,MODERATE,MONITOR
NG-STU-0085,Chemical Engineering,4.170212765957447,3.4423076923076925,3.857142857142857,3.75225225225225,0,3.858444195109524,0.0015533172554838433,-0.31306990881458985,MODERATE,MONITOR
NG-STU-0086,Chemical Engineering,4.787234042553192,4.326923076923077,4.617021276595745,4.35321100917431,0,4.538484785920884,0.0015533172554838433,-0.17021276595744705,LOW,ROUTINE
NG-STU-0087,Chemical Engineering,4.23404255319149,2.737704918032787,2.6481481481481484,2.88932806324111,1,3.233756166731387,0.34452925814831953,-1.5858944050433412,HIGH,PRIORITY
NG-STU-0088,Chemical Engineering,4.74468085106383,4.096153846153846,4.638297872340425,4.18807339449541,0,4.508975110352637,0.0015533172554838433,-0.10638297872340452,LOW,ROUTINE
NG-STU-0089,Chemical Engineering,4.361702127659575,2.9655172413793105,4.1063829787234045,3.80530973451327,0,3.808054653018035,0.0034921610893237916,-0.25531914893617014,LOW,ROUTINE
NG-STU-0090,Chemical Engineering,4.148936170212766,3.452830188679245,3.0,3.36909871244635,0,3.5059483066644854,0.0271949685260053,-1.1489361702127656,MODERATE,MONITOR
NG-STU-0091,Chemical Engineering,4.297872340425532,3.1379310344827585,3.382978723404255,3.42794759825328,0,3.650572873543876,0.002568432612865336,-0.9148936170212769,MODERATE,MONITOR
NG-STU-0092,Chemical Engineering,3.5531914893617023,2.466666666666667,2.673469387755102,3.06779661016949,1,3.0280643435160117,0.8173797739391823,-0.8797221016066001,CRITICAL,URGENT
NG-STU-0093,Chemical Engineering,4.276595744680851,4.0576923076923075,3.5106382978723403,3.90497737556561,0,3.9332883896185793,0.0015533172554838433,-0.7659574468085104,MODERATE,MONITOR
NG-STU-0094,Chemical Engineering,3.6122448979591835,3.549019607843137,1.859375,2.66058394160584,1,2.9105098276729287,0.8860142809851848,-1.7528698979591835,CRITICAL,URGENT
NG-STU-0095,Chemical Engineering,3.702127659574468,3.0793650793650795,3.911111111111111,3.80973451327434,0,3.6479637422668882,0.011475510835184742,0.2089834515366431,LOW,ROUTINE
NG-STU-0096,Chemical Engineering,4.1063829787234045,3.769230769230769,4.4222222222222225,4.22325581395349,0,4.189884941555011,0.0015533172554838433,0.315839243498818,LOW,ROUTINE
NG-STU-0097,Chemical Engineering,4.212765957446808,4.096153846153846,4.444444444444445,4.41395348837209,0,4.3510936830164235,0.0015533172554838433,0.2316784869976365,LOW,ROUTINE
NG-STU-0098,Chemical Engineering,4.0638297872340425,2.75,2.673076923076923,3.30869565217391,0,3.22115423529769,0.34452925814831953,-1.3907528641571196,HIGH,PRIORITY
NG-STU-0099,Chemical Engineering,3.765957446808511,2.9423076923076925,2.6363636363636362,3.28947368421053,0,3.2026849661624914,0.44299581983271563,-1.1295938104448746,HIGH,PRIORITY
NG-STU-0100,Chemical Engineering,4.702127659574468,3.9615384615384617,4.266666666666667,4.4093023255814,0,4.368303383058867,0.0015533172554838433,-0.43546099290780127,MODERATE,MONITOR
NG-STU-0101,Chemical Engineering,3.148936170212766,2.2388059701492535,2.176470588235294,2.33762057877814,1,2.5046597912591833,0.9941867773524353,-0.9724655819774721,CRITICAL,URGENT
NG-STU-0102,Chemical Engineering,4.787234042553192,4.365384615384615,4.6,4.53488372093023,0,4.538484785920884,0.0015533172554838433,-0.1872340425531922,LOW,ROUTINE
NG-STU-0103,Chemical Engineering,4.23404255319149,3.5925925925925926,3.8666666666666667,4.06912442396313,0,3.895897312378539,0.0015533172554838433,-0.3673758865248229,MODERATE,MONITOR
NG-STU-0104,Chemical Engineering,4.148936170212766,3.3653846153846154,3.4444444444444446,3.71627906976744,0,3.6908189274060894,0.0015533172554838433,-0.704491725768321,MODERATE,MONITOR
NG-STU-0105,Chemical Engineering,3.7872340425531914,3.3703703703703702,2.893617021276596,3.03673469387755,1,3.399604571995728,0.06541112973895864,-0.8936170212765955,MODERATE,MONITOR
NG-STU-0106,Chemical Engineering,4.0638297872340425,3.425925925925926,3.688888888888889,3.84792626728111,0,3.809219402290501,0.0015533172554838433,-0.37494089834515343,MODERATE,MONITOR
NG-STU-0107,Chemical Engineering,3.9361702127659575,3.5576923076923075,3.466666666666667,3.8046511627907,0,3.700577048803028,0.0022018461859157567,-0.4695035460992907,MODERATE,MONITOR
NG-STU-0108,Chemical Engineering,4.0638297872340425,3.826923076923077,3.888888888888889,4.07906976744186,0,3.9142355866722465,0.0015533172554838433,-0.1749408983451537,LOW,ROUTINE
NG-STU-0109,Chemical Engineering,4.595744680851064,4.615384615384615,4.555555555555555,4.66046511627907,0,4.611945817759249,0.0015533172554838433,-0.04018912529550889,LOW,ROUTINE
NG-STU-0110,Chemical Engineering,3.106382978723404,1.8888888888888888,1.9824561403508771,2.46212121212121,1,2.4136449179881083,0.9959842861020378,-1.123926838372527,CRITICAL,URGENT
NG-STU-0111,Chemical Engineering,4.170212765957447,3.5961538461538463,4.4,4.2093023255814,0,4.108776284807251,0.0015533172554838433,0.2297872340425533,LOW,ROUTINE
NG-STU-0112,Chemical Engineering,3.723404255319149,3.2711864406779663,3.1702127659574466,3.18884120171674,0,3.4364667737664525,0.01195532941212954,-0.5531914893617023,MODERATE,MONITOR
NG-STU-0113,Chemical Engineering,4.574468085106383,3.730769230769231,3.9361702127659575,4.00917431192661,0,4.035411957878578,0.0015533172554838433,-0.6382978723404253,MODERATE,MONITOR
NG-STU-0114,Chemical Engineering,4.0,3.1785714285714284,2.9361702127659575,3.22510822510823,0,3.370685762483356,0.0572946737232264,-1.0638297872340425,MODERATE,MONITOR
NG-STU-0115,Chemical Engineering,3.1914893617021276,2.6065573770491803,3.0980392156862746,3.27586206896552,0,3.231232920632107,0.2406550384600231,-0.093450146015853,HIGH,PRIORITY
NG-STU-0116,Chemical Engineering,4.148936170212766,3.1296296296296298,3.489795918367347,3.83333333333333,0,3.6439373511125557,0.002568432612865336,-0.6591402518454186,MODERATE,MONITOR
NG-STU-0117,Chemical Engineering,3.1702127659574466,2.5964912280701755,3.04,3.33620689655172,0,3.1146104775448777,0.45094149353791085,-0.13021276595744657,HIGH,PRIORITY
NG-STU-0118,Chemical Engineering,4.851063829787234,4.576923076923077,4.48936170212766,4.6697247706422,0,4.608030418645078,0.0015533172554838433,-0.36170212765957466,MODERATE,MONITOR
NG-STU-0119,Chemical Engineering,4.404255319148936,4.0,4.166666666666667,4.24090909090909,0,4.262876941097695,0.0015533172554838433,-0.2375886524822688,LOW,ROUTINE
NG-STU-0120,Chemical Engineering,3.574468085106383,2.8392857142857144,3.127659574468085,3.45132743362832,0,3.330566354596534,0.11337514056126002,-0.44680851063829774,HIGH,PRIORITY
NG-STU-0121,Chemical Engineering,4.638297872340425,4.090909090909091,4.340425531914893,4.45701357466063,0,4.364095361780201,0.0015533172554838433,-0.2978723404255321,LOW,ROUTINE
NG-STU-0122,Chemical Engineering,4.425531914893617,4.173076923076923,4.723404255319149,4.55963302752294,0,4.524958491428687,0.0015533172554838433,0.2978723404255321,LOW,ROUTINE
NG-STU-0123,Chemical Engineering,4.553191489361702,4.115384615384615,4.361702127659575,4.44954128440367,0,4.354234141599236,0.0015533172554838433,-0.1914893617021276,LOW,ROUTINE
NG-STU-0124,Chemical Engineering,3.021276595744681,2.5,2.5625,2.88065843621399,1,2.799104623605198,0.9664151900117469,-0.458776595744681,CRITICAL,URGENT
NG-STU-0125,Chemical Engineering,4.808510638297872,4.218181818181818,4.553191489361702,4.50678733031674,0,4.48399907759766,0.0015533172554838433,-0.25531914893617014,LOW,ROUTINE
NG-STU-0126,Chemical Engineering,3.7872340425531914,3.462962962962963,3.2127659574468086,3.56637168141593,0,3.5558803634356817,0.007744529091735452,-0.5744680851063828,MODERATE,MONITOR
NG-STU-0127,Chemical Engineering,4.702127659574468,3.8727272727272726,3.851063829787234,4.10407239819004,0,4.087663498953185,0.0015533172554838433,-0.8510638297872339,MODERATE,MONITOR
NG-STU-0128,Chemical Engineering,3.9574468085106385,3.388888888888889,3.6595744680851063,3.67272727272727,0,3.7318743794759937,0.0022018461859157567,-0.2978723404255321,LOW,ROUTINE
NG-STU-0129,Chemical Engineering,3.234042553191489,2.3278688524590163,2.96,3.03389830508475,1,3.029594367474999,0.7864259792003779,-0.2740425531914892,CRITICAL,URGENT
NG-STU-0130,Chemical Engineering,4.808510638297872,4.403846153846154,4.531914893617022,4.5045871559633,0,4.544489048939964,0.0015533172554838433,-0.2765957446808507,LOW,ROUTINE
NG-STU-0131,Chemical Engineering,3.297872340425532,3.269230769230769,3.5833333333333335,3.55454545454545,0,3.56145199296124,0.00883597680972641,0.28546099290780136,MODERATE,MONITOR
NG-STU-0132,Chemical Engineering,4.127659574468085,3.537037037037037,3.872340425531915,3.72645739910314,0,3.844461809436331,0.0015533172554838433,-0.25531914893617014,LOW,ROUTINE
NG-STU-0133,Chemical Engineering,4.723404255319149,4.3076923076923075,4.276595744680851,4.46788990825688,0,4.430653847079105,0.0015533172554838433,-0.44680851063829863,MODERATE,MONITOR
NG-STU-0134,Chemical Engineering,4.787234042553192,4.288461538461538,4.829787234042553,4.64678899082569,0,4.651859126819856,0.0015533172554838433,0.0425531914893611,LOW,ROUTINE
NG-STU-0135,Chemical Engineering,4.0,3.107142857142857,3.9361702127659575,3.72522522522523,0,3.765570129840619,0.0033708885542856767,-0.06382978723404253,LOW,ROUTINE
NG-STU-0136,Chemical Engineering,3.893617021276596,3.4727272727272727,3.297872340425532,3.59276018099548,0,3.6221381883322383,0.002660582917885785,-0.5957446808510638,MODERATE,MONITOR
NG-STU-0137,Chemical Engineering,4.276595744680851,4.0576923076923075,3.8085106382978724,4.03619909502262,0,4.018368559274244,0.0015533172554838433,-0.4680851063829783,MODERATE,MONITOR
NG-STU-0138,Chemical Engineering,4.340425531914893,3.1818181818181817,3.36734693877551,3.61471861471861,0,3.650572873543876,0.002568432612865336,-0.973078593139383,MODERATE,MONITOR
NG-STU-0139,Chemical Engineering,3.2127659574468086,2.8771929824561404,2.276595744680851,2.71489361702128,1,2.8046379209551717,0.9531245911849142,-0.9361702127659575,CRITICAL,URGENT
NG-STU-0140,Chemical Engineering,4.425531914893617,4.0,4.375,4.33632286995516,0,4.339920177278946,0.0015533172554838433,-0.05053191489361719,LOW,ROUTINE
NG-STU-0141,Chemical Engineering,3.5106382978723403,2.7884615384615383,3.34,3.2511013215859,0,3.3363527788585166,0.02337694057280435,-0.17063829787234042,HIGH,PRIORITY
NG-STU-0142,Chemical Engineering,3.978723404255319,2.9298245614035086,3.4166666666666665,3.30869565217391,0,3.5038110583683277,0.00519288723366406,-0.5620567375886525,MODERATE,MONITOR
NG-STU-0143,Chemical Engineering,4.787234042553192,4.423076923076923,4.170212765957447,4.37614678899083,0,4.387877782749646,0.0015533172554838433,-0.6170212765957448,MODERATE,MONITOR
NG-STU-0144,Chemical Engineering,4.212765957446808,3.75,3.6595744680851063,3.83035714285714,0,3.8634907757601367,0.0015533172554838433,-0.5531914893617018,MODERATE,MONITOR
NG-STU-0145,Chemical Engineering,3.872340425531915,3.3454545454545452,3.4893617021276597,3.56053811659193,0,3.6515075041607608,0.0022018461859157567,-0.3829787234042552,MODERATE,MONITOR
NG-STU-0146,Chemical Engineering,4.680851063829787,4.134615384615385,4.276595744680851,4.37614678899083,0,4.364095361780201,0.0015533172554838433,-0.40425531914893664,MODERATE,MONITOR
NG-STU-0147,Chemical Engineering,3.978723404255319,2.3442622950819674,2.2115384615384617,2.93172690763052,1,2.7942698546908256,0.9751253258453287,-1.7671849427168573,CRITICAL,URGENT
NG-STU-0148,Chemical Engineering,4.212765957446808,3.6315789473684212,3.702127659574468,3.85840707964602,0,3.862421758973036,0.0015533172554838433,-0.5106382978723403,MODERATE,MONITOR
NG-STU-0149,Chemical Engineering,3.851063829787234,2.7796610169491527,3.1458333333333335,3.1587982832618,0,3.367695559350023,0.016214031627585383,-0.7052304964539005,MODERATE,MONITOR
NG-STU-0150,Chemical Engineering,3.3404255319148937,3.0526315789473686,3.1914893617021276,3.09170305676856,1,3.3189426576147047,0.03868314605322349,-0.14893617021276606,HIGH,PRIORITY
NG-STU-0151,Chemical Engineering,3.276595744680851,2.1639344262295084,2.52,2.9045643153527,1,2.745133899171525,0.97735844302531,-0.7565957446808511,CRITICAL,URGENT
